Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-04 00:00:00-05:00,6813.25,6894.0,6773.5,6876.0,1546814,0.0,0.0
2026-03-05 00:00:00-05:00,6883.25,6900.75,6777.0,6835.25,1948470,0.0,0.0
2026-03-06 00:00:00-05:00,6826.0,6854.0,6715.75,6743.75,1948470,0.0,0.0
2026-03-09 00:00:00-04:00,6685.5,6701.5,6584.5,6694.25,1059018,0.0,0.0
