contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260331C00345000,2026-03-06 19:10:33+00:00,345.0,329.12,319.96,322.99,0.0,0.0,10.0,28,0.851563984375,True,REGULAR,USD
SPY260331C00350000,2026-02-27 17:32:25+00:00,350.0,335.18,314.86,318.0,0.0,0.0,2.0,48,0.8554701953125,True,REGULAR,USD
SPY260331C00355000,2025-10-06 15:46:17+00:00,355.0,323.0,320.45,323.35,0.0,0.0,1.0,3,1.8542487756347654,True,REGULAR,USD
SPY260331C00360000,2026-01-30 15:50:20+00:00,360.0,335.06,305.07,308.02,0.0,0.0,11.0,14,0.851563984375,True,REGULAR,USD
SPY260331C00365000,2025-12-19 16:44:30+00:00,365.0,319.18,326.88,329.69,0.0,0.0,2.0,1,2.4480019268798827,True,REGULAR,USD
SPY260331C00370000,2025-08-07 15:53:22+00:00,370.0,270.75,282.01,285.58,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD
SPY260331C00375000,2026-01-28 17:08:09+00:00,375.0,322.44,289.78,293.05,0.0,0.0,44.0,13,0.8300798242187499,True,REGULAR,USD
SPY260331C00380000,2026-02-27 20:01:02+00:00,380.0,304.34,285.07,288.07,0.0,0.0,4.0,15,0.8300798242187499,True,REGULAR,USD
SPY260331C00385000,2025-11-04 18:18:44+00:00,385.0,295.73,306.74,310.25,0.0,0.0,2.0,1,2.2878460772705083,True,REGULAR,USD
SPY260331C00390000,2025-08-12 13:49:15+00:00,390.0,256.54,0.0,0.0,0.0,0.0,2.0,4,1.0000000000000003e-05,True,REGULAR,USD
SPY260331C00395000,2025-12-29 17:42:41+00:00,395.0,295.48,296.94,299.75,0.0,0.0,1.0,3,2.20258017715454,True,REGULAR,USD
SPY260331C00400000,2026-02-19 18:18:55+00:00,400.0,283.75,265.08,268.12,0.0,0.0,1.0,45,0.79101771484375,True,REGULAR,USD
SPY260331C00405000,2026-01-30 19:58:07+00:00,405.0,288.73,260.13,263.14,0.0,0.0,84.0,91,0.7832052929687501,True,REGULAR,USD
SPY260331C00410000,2026-01-15 15:10:02+00:00,410.0,287.24,254.87,258.15,0.0,0.0,2.0,2,0.770510107421875,True,REGULAR,USD
SPY260331C00415000,2025-08-19 14:46:04+00:00,415.0,236.85,254.97,258.12,0.0,0.0,2.0,3,1.183109553222656,True,REGULAR,USD
SPY260331C00420000,2025-08-18 18:11:38+00:00,420.0,233.3,0.0,0.0,0.0,0.0,1.0,5,1.0000000000000003e-05,True,REGULAR,USD
SPY260331C00425000,2026-02-04 19:16:54+00:00,425.0,261.77,239.92,243.2,0.0,0.0,1.0,3,0.7382838671874999,True,REGULAR,USD
SPY260331C00430000,2026-03-05 14:57:39+00:00,430.0,255.0,234.95,238.22,0.0,0.0,3.0,10,0.7280300634765625,True,REGULAR,USD
SPY260331C00435000,2025-12-19 21:07:28+00:00,435.0,251.08,257.32,260.13,0.0,0.0,2.0,4,1.9100346295166017,True,REGULAR,USD
SPY260331C00440000,2026-01-27 16:15:02+00:00,440.0,259.05,224.98,228.26,0.0,0.0,2.0,9,0.7060576269531251,True,REGULAR,USD
SPY260331C00445000,2025-08-14 14:05:04+00:00,445.0,210.46,220.33,223.62,0.0,0.0,2.0,20,0.7666038964843751,True,REGULAR,USD
SPY260331C00450000,2026-02-26 18:14:36+00:00,450.0,236.38,215.24,218.31,0.0,0.0,5.0,18,0.6850617431640625,True,REGULAR,USD
SPY260331C00455000,2026-03-09 14:27:45+00:00,455.0,209.76,210.05,213.34,-10.860001,-4.922491,2.0,33,0.6752962158203126,True,REGULAR,USD
SPY260331C00460000,2026-03-06 16:13:00+00:00,460.0,215.28,205.45,208.36,0.0,0.0,3106.0,1581,0.6626010302734376,True,REGULAR,USD
SPY260331C00465000,2026-03-06 16:47:02+00:00,465.0,210.98,200.37,203.39,0.0,0.0,2002.0,1085,0.6518589501953126,True,REGULAR,USD
SPY260331C00470000,2026-03-06 19:24:51+00:00,470.0,205.2,195.38,198.59,0.0,0.0,4106.0,2056,0.6704134521484376,True,REGULAR,USD
SPY260331C00475000,2026-03-06 16:49:32+00:00,475.0,201.08,190.39,193.82,0.0,0.0,506.0,299,0.6848176049804688,True,REGULAR,USD
SPY260331C00480000,2026-03-06 16:48:50+00:00,480.0,196.15,185.19,188.48,0.0,0.0,9.0,47,0.6171913281250001,True,REGULAR,USD
SPY260331C00485000,2026-03-06 16:46:43+00:00,485.0,191.02,180.5,183.56,0.0,0.0,6.0,32,0.6130409790039064,True,REGULAR,USD
SPY260331C00490000,2026-02-10 20:22:51+00:00,490.0,206.0,175.26,178.55,0.0,0.0,1.0,66,0.5942423388671876,True,REGULAR,USD
SPY260331C00495000,2026-02-20 15:53:47+00:00,495.0,195.09,170.55,173.15,0.0,0.0,1.0,15,0.495122236328125,True,REGULAR,USD
SPY260331C00500000,2026-03-04 19:47:12+00:00,500.0,187.56,165.65,169.17,0.0,0.0,1.0,401,0.6303747900390625,True,REGULAR,USD
SPY260331C00504000,2026-03-09 14:35:31+00:00,504.0,163.67,161.41,164.88,-7.8600006,-4.582289,1.0,25,0.5871623315429688,True,REGULAR,USD
SPY260331C00505000,2026-03-06 16:42:26+00:00,505.0,170.58,160.62,163.68,0.0,0.0,2.0,144,0.56055126953125,True,REGULAR,USD
SPY260331C00506000,2026-02-26 16:33:00+00:00,506.0,184.01,159.66,162.69,0.0,0.0,1.0,3,0.5583540258789064,True,REGULAR,USD
SPY260331C00507000,2026-02-26 16:35:23+00:00,507.0,182.81,158.61,161.7,0.0,0.0,1.0,2,0.5561567822265626,True,REGULAR,USD
SPY260331C00508000,2026-02-26 16:42:52+00:00,508.0,180.89,157.67,160.71,0.0,0.0,1.0,17,0.5539595385742189,True,REGULAR,USD
SPY260331C00509000,2026-02-26 16:46:57+00:00,509.0,178.91,156.78,159.72,0.0,0.0,1.0,6,0.551762294921875,True,REGULAR,USD
