contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY280121P00050000,2026-03-06 20:22:39+00:00,50.0,0.12,0.08,0.14,0.0,0.0,21.0,1106,0.6718782812500002,False,REGULAR,USD
SPY280121P00055000,2026-01-14 15:35:00+00:00,55.0,0.09,0.09,0.16,0.0,0.0,1.0,5,0.6543003320312502,False,REGULAR,USD
SPY280121P00060000,2025-11-17 19:06:34+00:00,60.0,0.21,0.0,0.13,0.0,0.0,3.0,9,0.5937540625000001,False,REGULAR,USD
SPY280121P00065000,2026-03-04 15:24:39+00:00,65.0,0.15,0.14,0.21,0.0,0.0,1.0,262,0.629886513671875,False,REGULAR,USD
SPY280121P00070000,2025-12-09 17:03:06+00:00,70.0,0.15,0.12,0.18,0.0,0.0,1.0,3,0.5996133789062501,False,REGULAR,USD
SPY280121P00075000,2026-03-02 14:30:01+00:00,75.0,0.23,0.2,0.27,0.0,0.0,4.0,11,0.6088906298828126,False,REGULAR,USD
SPY280121P00080000,2026-01-05 14:55:27+00:00,80.0,0.18,0.17,0.23,0.0,0.0,1.0,10,0.5805706005859376,False,REGULAR,USD
SPY280121P00085000,2026-02-17 14:31:25+00:00,85.0,0.26,0.27,0.33,0.0,0.0,1.0,4,0.5888712988281251,False,REGULAR,USD
SPY280121P00090000,2026-02-11 15:26:45+00:00,90.0,0.27,0.3,0.37,0.0,0.0,1.0,4,0.5793499096679688,False,REGULAR,USD
SPY280121P00095000,2026-02-11 15:15:02+00:00,95.0,0.3,0.35,0.42,0.0,0.0,2.0,4,0.5727581787109376,False,REGULAR,USD
SPY280121P00100000,2026-03-09 14:34:27+00:00,100.0,0.41,0.4,0.46,0.02000001,5.1282077,1152.0,6805,0.5647016186523439,False,REGULAR,USD
SPY280121P00105000,2025-11-26 14:30:00+00:00,105.0,0.49,0.0,0.0,0.0,0.0,1.0,6,0.2500075,False,REGULAR,USD
SPY280121P00110000,2026-01-14 15:04:23+00:00,110.0,0.38,0.5,0.56,0.0,0.0,1.0,2,0.5500533276367189,False,REGULAR,USD
SPY280121P00115000,2026-02-05 15:14:27+00:00,115.0,0.44,0.56,0.62,0.0,0.0,,2,0.5437057348632813,False,REGULAR,USD
SPY280121P00120000,2026-03-05 15:13:53+00:00,120.0,0.53,0.62,0.69,0.0,0.0,1.0,2,0.5376022802734376,False,REGULAR,USD
SPY280121P00125000,2026-02-09 15:06:32+00:00,125.0,0.5,0.69,0.76,0.0,0.0,,3,0.5318650329589845,False,REGULAR,USD
SPY280121P00130000,2026-01-20 18:10:13+00:00,130.0,0.55,0.77,0.83,0.0,0.0,1.0,13,0.526371923828125,False,REGULAR,USD
SPY280121P00135000,2026-03-06 19:01:59+00:00,135.0,0.79,0.85,0.91,0.0,0.0,9.0,73,0.5210008837890624,False,REGULAR,USD
SPY280121P00140000,2026-03-06 20:25:12+00:00,140.0,0.87,0.91,0.97,0.0,0.0,6.0,94,0.5139208764648437,False,REGULAR,USD
SPY280121P00145000,2026-03-05 18:16:52+00:00,145.0,0.86,0.98,1.04,0.0,0.0,9.0,338,0.5075732836914062,False,REGULAR,USD
SPY280121P00150000,2026-03-06 17:20:37+00:00,150.0,0.98,1.04,1.1,0.0,0.0,3.0,240,0.5006153454589843,False,REGULAR,USD
SPY280121P00155000,2026-03-05 17:59:41+00:00,155.0,1.01,1.12,1.19,0.0,0.0,3.0,52,0.4973194799804688,False,REGULAR,USD
SPY280121P00160000,2026-03-04 17:12:04+00:00,160.0,0.97,1.2,1.27,0.0,0.0,1.0,789,0.4914601635742188,False,REGULAR,USD
SPY280121P00165000,2026-02-26 18:19:23+00:00,165.0,1.04,1.28,1.35,0.0,0.0,3.0,21,0.4854787780761719,False,REGULAR,USD
SPY280121P00175000,2026-03-06 17:14:11+00:00,175.0,1.35,1.45,1.51,0.0,0.0,3.0,52,0.47363807617187503,False,REGULAR,USD
SPY280121P00180000,2026-03-05 14:48:43+00:00,180.0,1.31,1.54,1.6,0.0,0.0,3.0,13,0.4682670361328125,False,REGULAR,USD
SPY280121P00185000,2026-02-03 21:00:05+00:00,185.0,1.22,1.64,1.71,0.0,0.0,,3,0.46362841064453125,False,REGULAR,USD
SPY280121P00190000,2026-01-15 17:38:18+00:00,190.0,1.33,1.73,1.79,0.0,0.0,5.0,5,0.45770805969238293,False,REGULAR,USD
SPY280121P00195000,2026-01-26 20:51:00+00:00,195.0,1.34,1.84,1.9,0.0,0.0,4.0,5,0.45300839965820316,False,REGULAR,USD
