contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260417C00300000,2026-02-12 14:42:31+00:00,300.0,396.14,364.94,367.97,0.0,0.0,,1,0.6953155468750001,True,REGULAR,USD
SPY260417C00325000,2026-03-02 14:31:44+00:00,325.0,355.86,339.98,343.03,0.0,0.0,5.0,5,0.7539087109375,True,REGULAR,USD
SPY260417C00350000,2026-03-06 15:35:50+00:00,350.0,325.0,315.06,318.12,0.0,0.0,2.0,3,0.7421900781249999,True,REGULAR,USD
SPY260417C00355000,2026-03-05 19:51:46+00:00,355.0,323.11,310.1,313.14,0.0,0.0,,903,0.73633076171875,True,REGULAR,USD
SPY260417C00360000,2026-02-27 17:45:33+00:00,360.0,324.6,305.23,308.16,0.0,0.0,30.0,89,0.729494892578125,True,REGULAR,USD
SPY260417C00365000,2026-03-05 19:15:13+00:00,365.0,312.83,300.22,303.18,0.0,0.0,18.0,10,0.7226590234375,True,REGULAR,USD
SPY260417C00375000,2026-03-05 19:49:06+00:00,375.0,302.89,290.13,293.42,0.0,0.0,,952,0.7578149218750001,True,REGULAR,USD
SPY260417C00380000,2026-03-05 21:00:35+00:00,380.0,301.88,285.28,288.45,0.0,0.0,2914.0,1454,0.7485376708984376,True,REGULAR,USD
SPY260417C00385000,2026-02-27 17:31:03+00:00,385.0,300.97,280.31,283.29,0.0,0.0,2.0,21,0.6962920996093751,True,REGULAR,USD
SPY260417C00390000,2026-03-09 14:15:14+00:00,390.0,273.84,274.99,278.5,-8.059998,-2.859169,1.0,20,0.726565234375,True,REGULAR,USD
SPY260417C00395000,2026-03-06 15:52:12+00:00,395.0,278.71,270.37,273.73,0.0,0.0,3.0,830,0.7473169799804689,True,REGULAR,USD
SPY260417C00400000,2026-03-05 18:46:55+00:00,400.0,277.96,265.05,268.39,0.0,0.0,2.0,17,0.6748079394531252,True,REGULAR,USD
SPY260417C00405000,2026-03-05 20:01:16+00:00,405.0,272.92,260.46,263.42,0.0,0.0,2.0,1,0.6657748266601564,True,REGULAR,USD
SPY260417C00410000,2026-03-05 19:54:19+00:00,410.0,267.74,255.71,258.46,0.0,0.0,,0,0.65820654296875,True,REGULAR,USD
SPY260417C00415000,2026-03-05 20:03:11+00:00,415.0,262.87,250.69,253.38,0.0,0.0,,0,0.6289099609375001,True,REGULAR,USD
SPY260417C00420000,2026-03-02 21:00:47+00:00,420.0,267.25,245.24,248.54,0.0,0.0,2.0,30,0.6420934228515626,True,REGULAR,USD
SPY260417C00425000,2026-02-26 17:21:01+00:00,425.0,262.84,240.23,243.64,0.0,0.0,1.0,3,0.6418492846679689,True,REGULAR,USD
SPY260417C00430000,2026-03-03 16:03:25+00:00,430.0,243.3,235.65,238.63,0.0,0.0,1.0,2,0.6257361645507813,True,REGULAR,USD
SPY260417C00435000,2026-03-04 17:42:32+00:00,435.0,229.61,230.32,233.68,-21.819992,-8.678357,2.0,1,0.6176796044921876,True,REGULAR,USD
SPY260417C00440000,2026-03-04 17:42:32+00:00,440.0,246.42,225.37,228.74,0.0,0.0,2.0,11,0.6103554589843752,True,REGULAR,USD
SPY260417C00445000,2026-02-06 18:40:19+00:00,445.0,219.32,220.7,223.84,-27.319992,-11.07687,2.0,1,0.6069375244140626,True,REGULAR,USD
SPY260417C00450000,2026-03-09 14:06:22+00:00,450.0,214.5,215.71,218.85,-12.080002,-5.3314514,1.0,1,0.5933878552246095,True,REGULAR,USD
SPY260417C00455000,2026-02-05 20:21:03+00:00,455.0,226.31,210.53,213.91,0.0,0.0,,3,0.584965087890625,True,REGULAR,USD
SPY260417C00460000,2026-03-09 14:06:13+00:00,460.0,204.88,205.59,208.98,-10.399994,-4.830915,4.0,2,0.5769085278320312,True,REGULAR,USD
SPY260417C00465000,2026-02-20 15:01:17+00:00,465.0,224.58,201.03,204.04,0.0,0.0,1.0,1,0.5677533459472657,True,REGULAR,USD
SPY260417C00470000,2026-03-02 20:59:02+00:00,470.0,197.04,195.99,199.11,-22.730011,-10.342635,1.0,13,0.5590864404296876,True,REGULAR,USD
SPY260417C00475000,2026-02-23 17:37:10+00:00,475.0,208.1,191.02,194.19,0.0,0.0,,8,0.5509078112792969,True,REGULAR,USD
SPY260417C00480000,2026-02-13 20:31:55+00:00,480.0,204.79,186.13,189.28,0.0,0.0,2.0,8,0.5429733203125001,True,REGULAR,USD
SPY260417C00485000,2026-03-09 13:40:59+00:00,485.0,181.34,180.94,184.35,-18.570007,-9.289184,1.0,2,0.5333298620605469,True,REGULAR,USD
SPY260417C00490000,2026-03-06 20:29:10+00:00,490.0,184.35,176.07,179.44,0.0,0.0,1.0,9,0.5247850256347657,True,REGULAR,USD
SPY260417C00500000,2026-03-06 20:14:00+00:00,500.0,175.53,166.41,169.63,0.0,0.0,3.0,43,0.5072070764160157,True,REGULAR,USD
SPY260417C00505000,2026-03-05 18:57:10+00:00,505.0,173.32,161.52,164.79,0.0,0.0,12.0,13,0.5014698291015626,True,REGULAR,USD
SPY260417C00510000,2026-03-05 21:13:22+00:00,510.0,172.24,156.64,159.85,0.0,0.0,,55,0.48987326538085946,True,REGULAR,USD
SPY260417C00515000,2026-03-06 18:29:08+00:00,515.0,161.51,151.52,154.96,0.0,0.0,1.0,3,0.48065704895019534,True,REGULAR,USD
SPY260417C00520000,2026-02-23 20:49:03+00:00,520.0,164.06,146.64,150.09,0.0,0.0,2.0,8,0.4720511779785156,True,REGULAR,USD
SPY260417C00525000,2026-02-23 15:44:18+00:00,525.0,161.14,141.99,145.22,0.0,0.0,1.0,3,0.4631401342773438,True,REGULAR,USD
SPY260417C00530000,2026-03-05 21:06:19+00:00,530.0,152.82,136.96,140.37,0.0,0.0,17.0,21,0.4545952978515625,True,REGULAR,USD
SPY260417C00535000,2026-02-09 15:37:47+00:00,535.0,161.91,132.07,135.53,0.0,0.0,1.0,2,0.44611149597167965,True,REGULAR,USD
