contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260313P00480000,2026-03-09 14:38:03+00:00,480.0,0.05,0.05,0.06,-0.040000003,-44.444447,1963.0,6292,1.015629921875,False,REGULAR,USD
SPY260313P00485000,2026-03-09 14:33:01+00:00,485.0,0.06,0.05,0.06,-0.06999999,-53.84615,79.0,4053,0.9882813671875,False,REGULAR,USD
SPY260313P00490000,2026-03-09 14:24:41+00:00,490.0,0.07,0.05,0.06,-0.059999995,-46.153843,53.0,1352,0.9570316796874999,False,REGULAR,USD
SPY260313P00495000,2026-03-09 14:26:11+00:00,495.0,0.07,0.06,0.07,-0.080000006,-53.333336,73.0,1918,0.945313046875,False,REGULAR,USD
SPY260313P00500000,2026-03-09 14:01:58+00:00,500.0,0.09,0.07,0.08,-0.03999999,-30.769224,81.0,2060,0.929688203125,False,REGULAR,USD
SPY260313P00505000,2026-03-09 14:32:52+00:00,505.0,0.09,0.07,0.09,-0.03999999,-30.769224,72.0,2822,0.9062509375,False,REGULAR,USD
SPY260313P00510000,2026-03-09 14:22:55+00:00,510.0,0.1,0.08,0.1,-0.04,-28.571428,9.0,2217,0.8886729882812499,False,REGULAR,USD
SPY260313P00515000,2026-03-09 14:32:15+00:00,515.0,0.11,0.1,0.11,-0.019999996,-14.285712,77.0,601,0.8730481445312499,False,REGULAR,USD
SPY260313P00520000,2026-03-09 14:24:02+00:00,520.0,0.11,0.11,0.12,-0.09,-45.0,170.0,1454,0.8535170898437501,False,REGULAR,USD
SPY260313P00525000,2026-03-09 14:09:05+00:00,525.0,0.16,0.12,0.13,-0.060000002,-27.272728,4.0,1660,0.8320329296874999,False,REGULAR,USD
SPY260313P00530000,2026-03-09 14:32:51+00:00,530.0,0.14,0.12,0.14,-0.11,-44.0,98.0,1516,0.805666005859375,False,REGULAR,USD
SPY260313P00535000,2026-03-09 14:21:03+00:00,535.0,0.17,0.13,0.14,-0.06999999,-29.166664,95.0,680,0.77929908203125,False,REGULAR,USD
SPY260313P00540000,2026-03-09 14:13:24+00:00,540.0,0.19,0.14,0.16,-0.120000005,-38.70968,49.0,1222,0.7597680273437502,False,REGULAR,USD
